State,Year,Dim_1,Dim_2,Dim_3,Dim_4,Dim_5,Dim_6,Dim_7,Dim_8,Dim_9,Dim_10,Dim_11,Dim_12,Dim_13,Dim_14,Dim_15,Dim_16
Puducherry,2022,-2.7960458,2.2881498,2.426569,-2.727153,1.8631407,2.5662246,1.8688385,-2.1723804,-1.7451828,-4.1299233,-1.3254687,2.0963225,1.9424001,-2.8062754,2.1290174,3.244897
Puducherry,2023,-3.149267,2.5236657,2.6218476,-2.7111928,2.1848788,2.8627665,1.8530717,-2.4890976,-1.9534036,-4.2427278,-1.5121801,2.4369063,2.0192757,-3.142851,2.25155,3.5344877
Punjab,2019,-8.66253,6.995093,6.7445226,-6.2663884,6.2558103,7.674433,4.5388474,-6.7267632,-5.478489,-10.396909,-3.7861195,6.580051,5.2330513,-8.431123,5.7779045,8.996448
Punjab,2020,-6.0248156,4.974793,4.6745777,-4.1884913,4.4452386,5.3089375,3.16523,-4.7772593,-3.8223248,-7.2826633,-2.664152,4.6876917,3.5990133,-5.854687,4.063754,6.3024745
Punjab,2021,-6.5554833,5.4299526,5.041221,-4.4329886,4.8794894,5.772516,3.3788977,-5.209641,-4.167895,-7.81255,-2.8887608,5.120482,3.8813643,-6.363034,4.3928747,6.8141937
Punjab,2022,-6.3914337,5.2935705,4.9178133,-4.336899,4.747771,5.6304307,3.3033347,-5.0829244,-4.064534,-7.6342683,-2.820843,4.9953704,3.7884045,-6.204958,4.29259,6.658152
Punjab,2023,-7.1282897,5.901237,5.4759707,-4.8390965,5.2776604,6.2625957,3.7225754,-5.6298985,-4.5440083,-8.518206,-3.1010783,5.519743,4.2614694,-6.8834796,4.7995663,7.4027596
Rajasthan,2019,-23.336058,18.973392,16.925814,-12.894668,18.108315,20.108612,9.986116,-18.614208,-14.866768,-24.323637,-10.090211,18.545465,12.41386,-22.459688,14.156053,22.915094
Rajasthan,2020,-21.986624,17.850647,15.98116,-12.291795,16.989927,18.937353,9.490309,-17.502657,-14.009546,-23.021769,-9.493152,17.446184,11.750736,-21.154728,13.388996,21.681082
Rajasthan,2021,-23.504671,19.185068,17.011133,-12.8881855,18.28191,20.234312,10.064622,-18.760374,-15.000472,-24.50024,-10.140819,18.713959,12.487623,-22.59206,14.3038435,23.07874
Rajasthan,2022,-21.311106,17.434717,15.345687,-11.541129,16.592497,18.319515,9.069512,-17.047613,-13.61836,-22.13064,-9.216647,17.01573,11.24738,-20.501156,12.945061,20.932
Rajasthan,2023,-20.07049,16.79124,14.162112,-10.06033,16.01063,17.065477,8.345276,-16.266397,-12.877571,-20.53042,-8.639003,16.268064,10.278283,-19.2749,12.108218,19.586803
Sikkim,2019,-4.295857,3.389896,3.4923573,-3.5786054,2.984078,3.881658,2.3836024,-3.3430176,-2.6543803,-5.5187635,-1.9977822,3.2822049,2.667012,-4.288783,2.943242,4.6748786
Sikkim,2020,-3.961569,3.163768,3.3434768,-3.681931,2.6547012,3.6105416,2.4622467,-3.0280743,-2.4625378,-5.513424,-1.8250207,2.9483116,2.6483338,-3.977159,2.8560698,4.4459596
Sikkim,2021,-3.161011,2.5309968,2.6337328,-2.7643445,2.1829555,2.868728,1.8655214,-2.4879763,-1.9541446,-4.2819214,-1.5083677,2.4436617,2.0232701,-3.168236,2.2503893,3.5416267
Sikkim,2022,-3.16072,2.5308263,2.6333253,-2.763712,2.1828358,2.868415,1.8651776,-2.487873,-1.9539717,-4.2813053,-1.5082603,2.4436102,2.022922,-3.167909,2.2501116,3.541309
Sikkim,2023,-4.285978,3.3997977,3.5372794,-3.7454295,2.9373536,3.8628688,2.4993324,-3.2830176,-2.6506517,-5.6827765,-1.9619845,3.2313294,2.7464337,-4.2646475,2.9977763,4.7340293
Tamil Nadu,2019,-13.080063,11.216747,9.942889,-8.80536,9.806241,11.412162,7.104822,-10.273936,-8.447788,-15.890074,-5.3146353,9.931165,8.041946,-12.519299,9.029375,13.510394
Tamil Nadu,2020,-13.176599,11.396456,10.017209,-8.793716,9.963042,11.493024,7.1532025,-10.374689,-8.511997,-16.043518,-5.338769,10.050246,8.091914,-12.631831,9.109088,13.584804
Tamil Nadu,2021,-14.599031,12.614611,10.979738,-9.319093,11.146955,12.6565275,7.744807,-11.577434,-9.4613,-17.45555,-5.9498334,11.254933,8.815709,-13.971263,9.978547,14.994906
Tamil Nadu,2022,-14.251093,12.326766,10.728737,-9.141025,10.863878,12.36038,7.600421,-11.305837,-9.242815,-17.103405,-5.8039503,10.981324,8.631799,-13.638796,9.776218,14.666884
Tamil Nadu,2023,-16.159996,13.95884,11.899554,-9.709969,12.431461,13.957103,8.214361,-12.914297,-10.534649,-18.766924,-6.61555,12.612464,9.482022,-15.383467,10.900548,16.456106
Telangana,2019,-11.178556,9.379492,7.901117,-5.612912,8.916043,9.578073,4.690647,-9.158338,-7.182605,-11.598607,-4.904187,9.185342,5.7867136,-10.714492,6.907381,11.090984
Telangana,2020,-10.795861,8.959052,7.621732,-5.3985095,8.575209,9.228531,4.453907,-8.843773,-6.898371,-11.084735,-4.7696934,8.900885,5.5286026,-10.348293,6.5944433,10.701422
Telangana,2021,-13.940625,11.619064,9.7985115,-6.9060636,11.094124,11.887259,5.749327,-11.400211,-8.950943,-14.236523,-6.1034164,11.4505625,7.1412125,-13.356381,8.498099,13.776107
Telangana,2022,-13.609943,11.352058,9.555509,-6.7403164,10.814615,11.609927,5.6324797,-11.142502,-8.754861,-13.92736,-5.9604115,11.189565,6.986421,-13.031062,8.327603,13.472163
Telangana,2023,-13.750794,11.397879,9.597328,-6.704741,10.942068,11.69699,5.568147,-11.238845,-8.815546,-13.881313,-6.031421,11.329996,6.9603305,-13.15661,8.320804,13.544966
Tripura,2019,-3.9573298,3.1541219,3.3228083,-3.5781562,2.668525,3.6053967,2.4227662,-3.0382845,-2.4599948,-5.4294653,-1.825618,2.9428737,2.6302238,-3.9504402,2.84281,4.402558
Tripura,2020,-3.5313299,2.7795236,2.837187,-2.757241,2.4901059,3.1747446,1.8879279,-2.811883,-2.1808815,-4.4380994,-1.6974226,2.778589,2.1240551,-3.4979904,2.399492,3.844223
Tripura,2021,-2.575616,2.049278,2.118362,-2.0954351,1.8127642,2.3291676,1.4563236,-2.0904796,-1.5946754,-3.3936493,-1.2791513,2.0751262,1.583313,-2.5613523,1.8195614,2.8866315
Tripura,2022,-2.563164,2.0387917,2.1097212,-2.0908198,1.8018899,2.3188705,1.451971,-2.0804722,-1.5870676,-3.3825119,-1.2741132,2.0649273,1.577504,-2.5495338,1.8126721,2.8754783
Tripura,2023,-3.5887845,2.873734,2.9890606,-3.1998606,2.4294825,3.2375636,2.186788,-2.7718256,-2.2195568,-4.902578,-1.664604,2.7056825,2.3526647,-3.5667598,2.5824506,4.008146
Uttar Pradesh,2019,-24.80619,21.517973,18.266201,-14.480028,19.459078,21.424395,12.242689,-19.760143,-16.15314,-28.30619,-10.18358,19.433777,14.215185,-23.83247,16.363218,24.809875
Uttar Pradesh,2020,-21.995316,19.171198,16.200813,-12.895305,17.28128,18.994823,10.922036,-17.551352,-14.312835,-25.244028,-9.023249,17.25704,12.638961,-21.137676,14.588708,22.046196
Uttar Pradesh,2021,-21.511005,18.900349,15.733195,-12.2196865,17.025568,18.518616,10.605795,-17.218285,-14.0435,-24.545576,-8.819571,16.946667,12.250376,-20.629133,14.2511835,21.478779
Uttar Pradesh,2022,-20.677784,18.207111,15.105527,-11.734016,16.354433,17.798513,10.231283,-16.57179,-13.529071,-23.651384,-8.4802,16.304302,11.785926,-19.832825,13.741782,20.680426
Uttar Pradesh,2023,-23.300842,20.5527,16.94474,-12.978661,18.564133,20.016645,11.368352,-18.723364,-15.231451,-26.423824,-9.545063,18.423416,13.149423,-22.364275,15.35946,23.20432
Uttarakhand,2019,-5.144149,4.1190963,3.985088,-3.5939717,3.7658334,4.5462866,2.5811913,-4.0959687,-3.214909,-6.07176,-2.3460195,4.0568748,2.9729054,-5.0370374,3.3879883,5.3982773
Uttarakhand,2020,-4.5860724,3.7004766,3.5727837,-3.3098297,3.3410132,4.043407,2.3764038,-3.6379611,-2.852517,-5.561701,-2.085856,3.6191764,2.6827521,-4.496849,3.0653636,4.872892
Uttarakhand,2021,-5.600025,4.5191684,4.2481346,-3.628281,4.211451,4.8941784,2.655275,-4.4777026,-3.4997597,-6.3797736,-2.5355682,4.481181,3.1078377,-5.4746227,3.5877857,5.771231
Uttarakhand,2022,-5.5020885,4.4374213,4.179204,-3.593107,4.1244864,4.8128934,2.6213937,-4.3980947,-3.4384656,-6.292464,-2.4942315,4.3990464,3.0619998,-5.381125,3.532749,5.682962
Uttarakhand,2023,-6.5345087,5.2976117,4.7739496,-3.6535246,5.100593,5.6305223,2.7905524,-5.303885,-4.0838027,-6.892126,-2.9402463,5.3560047,3.3781931,-6.355691,4.013069,6.581693
West Bengal,2019,-14.3767805,12.188577,10.530517,-8.173972,11.1979885,12.358466,6.778029,-11.52939,-9.282327,-15.946384,-6.0579047,11.3919935,7.978924,-13.809478,9.214361,14.36504
West Bengal,2020,-13.315391,11.235904,9.518499,-6.9152164,10.548812,11.3738,5.8552847,-10.844339,-8.5920725,-14.130241,-5.731068,10.790871,7.0325675,-12.7853985,8.294591,13.154282
West Bengal,2021,-14.849338,12.550096,10.854942,-8.302532,11.607202,12.748654,6.9280167,-11.97068,-9.588559,-16.331573,-6.300153,11.814883,8.183076,-14.275096,9.451845,14.785167
West Bengal,2022,-14.633349,12.371953,10.708827,-8.232552,11.411511,12.565426,6.8673983,-11.789218,-9.453037,-16.149775,-6.200332,11.62735,8.091029,-14.064425,9.338798,14.589254
West Bengal,2023,-15.072273,12.788153,10.99085,-8.468051,11.737741,12.906808,7.1120176,-12.118301,-9.745769,-16.655807,-6.347463,11.963043,8.339435,-14.455987,9.665837,15.055246
A&N Islands,2024,-8.120231,6.4146037,5.980706,-4.831662,6.2435713,7.113217,3.3483846,-6.4610677,-5.004537,-8.479082,-3.6904082,6.5185447,4.2065797,-7.9748597,4.8548717,8.128474
A&N Islands,2025,-7.3610744,5.8155184,5.457068,-4.481227,5.624637,6.45918,3.10206,-5.855839,-4.54289,-7.803191,-3.3591979,5.9033303,3.8629534,-7.233479,4.4481416,7.4257774
A&N Islands,2026,-6.9636645,5.48599,5.4186683,-5.135921,4.998689,6.189941,3.4677355,-5.3777595,-4.3164907,-8.214137,-3.133361,5.3190336,4.081297,-6.864956,4.490568,7.25712
A&N Islands,2027,-6.941083,5.454085,5.381956,-5.064906,4.9934554,6.1666794,3.411466,-5.367098,-4.2972507,-8.118669,-3.132038,5.3152375,4.03415,-6.8387294,4.451394,7.216929
A&N Islands,2028,-7.08228,5.5634837,5.2882752,-4.4739795,5.331451,6.2273526,3.0592067,-5.5950017,-4.3645396,-7.6227593,-3.2341104,5.625552,3.77628,-6.9550023,4.316799,7.1824427
A&N Islands,2029,-7.739442,6.11071,5.6990294,-4.591971,5.95251,6.7813773,3.1814258,-6.165571,-4.768278,-8.077451,-3.5303724,6.2260103,4.000592,-7.5991626,4.6291714,7.756735
A&N Islands,2030,-7.3805733,5.8203645,5.472408,-4.5111165,5.623471,6.47674,3.1130953,-5.860754,-4.5520716,-7.826585,-3.3682196,5.9069414,3.8761246,-7.2479196,4.459973,7.4448614
Andhra Pradesh,2024,-11.127012,9.35262,8.183779,-6.497482,8.608336,9.57445,5.310551,-8.957275,-7.1648784,-12.438307,-4.7488294,8.85935,6.233244,-10.69172,7.184091,11.261032
Andhra Pradesh,2025,-11.125943,9.3411045,8.201411,-6.549899,8.591593,9.576017,5.3329363,-8.941084,-7.1591177,-12.472082,-4.7430162,8.841188,6.2544093,-10.690882,7.191473,11.267004
Andhra Pradesh,2026,-11.392409,9.535214,8.452269,-6.8765965,8.746433,9.831104,5.527577,-9.114503,-7.3142266,-12.876448,-4.848212,9.005299,6.4766765,-10.9531765,7.393736,11.564323
Andhra Pradesh,2027,-11.3502865,9.499393,8.411419,-6.8212256,8.721408,9.791587,5.4897294,-9.085875,-7.288076,-12.802533,-4.8341193,8.980257,6.437627,-10.911455,7.357658,11.515763
Andhra Pradesh,2028,-11.244014,9.413443,8.3153515,-6.7037697,8.6542,9.69346,5.410538,-9.011824,-7.2223887,-12.640671,-4.794852,8.911499,6.3512964,-10.807471,7.275188,11.398193
Andhra Pradesh,2029,-11.162601,9.348684,8.243681,-6.6192393,8.601609,9.618603,5.354107,-8.954701,-7.172267,-12.522941,-4.763779,8.85754,6.2883606,-10.728127,7.214173,11.309495
Andhra Pradesh,2030,-11.176399,9.359776,8.256638,-6.63607,8.609867,9.631578,5.365147,-8.96405,-7.1806645,-12.545143,-4.768811,8.866136,6.3002744,-10.741667,7.225272,11.325066
Arunachal Pradesh,2024,-4.1488657,3.275134,3.3794591,-3.4354322,2.8872316,3.7480338,2.319697,-3.2477465,-2.5786133,-5.3343,-1.9482669,3.1722262,2.593191,-4.132936,2.8506658,4.5296535
Arunachal Pradesh,2025,-4.705103,3.716359,3.8461142,-3.9636316,3.2517536,4.2542696,2.6635637,-3.6440444,-2.921922,-6.0810847,-2.170498,3.5371785,2.9779837,-4.6895022,3.2311358,5.1128163
Arunachal Pradesh,2026,-4.839013,3.8148615,3.9485075,-4.060765,3.3507302,4.376647,2.7206724,-3.7511227,-2.9953785,-6.2206216,-2.2270856,3.638321,3.0503767,-4.8268275,3.3074036,5.239261
Arunachal Pradesh,2027,-4.994586,3.9469113,4.086723,-4.232047,3.4491987,4.5193367,2.8359036,-3.8564851,-3.0968306,-6.4611335,-2.28711,3.7351606,3.1728182,-4.9835076,3.4258146,5.412816
Arunachal Pradesh,2028,-5.044832,3.9934163,4.1335373,-4.2940874,3.4779096,4.5643744,2.8814905,-3.886091,-3.134883,-6.551998,-2.305838,3.7629867,3.218981,-5.0317984,3.470316,5.474642
Arunachal Pradesh,2029,-4.908159,3.8821795,4.0159354,-4.156401,3.3873599,4.438514,2.7917387,-3.7880497,-3.0507944,-6.359113,-2.2519038,3.6732059,3.1204917,-4.892699,3.3737848,5.329223
Arunachal Pradesh,2030,-5.1507254,4.076511,4.219111,-4.384759,3.5497677,4.659802,2.9412909,-3.9638743,-3.1997936,-6.684711,-2.3486118,3.8355987,3.287885,-5.1362505,3.5404384,5.5831227
Assam,2024,-12.978499,10.793177,9.471438,-7.233215,10.200329,11.180029,5.7756066,-10.438172,-8.274041,-13.963809,-5.601225,10.449872,7.0071235,-12.537822,8.128361,12.964743
Assam,2025,-12.830493,10.65572,9.326083,-7.0285945,10.12042,11.035768,5.6275253,-10.3416,-8.179582,-13.68147,-5.558688,10.371771,6.853662,-12.396571,7.983157,12.78196
Assam,2026,-13.434929,11.152979,9.799241,-7.4709854,10.574945,11.56002,5.9287925,-10.801759,-8.553723,-14.387527,-5.801063,10.829386,7.206563,-13.00585,8.343893,13.368831
Assam,2027,-13.328116,11.071106,9.730215,-7.4355917,10.4877205,11.473302,5.8998575,-10.714778,-8.486491,-14.304368,-5.754152,10.740232,7.1647344,-12.904127,8.291431,13.273585
Assam,2028,-13.085296,10.882953,9.583201,-7.387115,10.275363,11.275191,5.8608236,-10.505476,-8.336592,-14.148156,-5.6419406,10.522418,7.089871,-12.666672,8.191336,13.069841
Assam,2029,-12.886698,10.717677,9.439373,-7.2787743,10.114732,11.104031,5.7814445,-10.345572,-8.211741,-13.945091,-5.557214,10.3612175,6.988809,-12.468186,8.079656,12.881271
